2004-03-05	warty
2004-10-20	hoary
2005-04-08	breezy
2005-10-12	dapper
2006-06-01	edgy
2006-10-26	feisty
2007-04-19	gutsy
2007-10-18	hardy
2008-04-24	intrepid
2008-10-30	jaunty
2009-04-23	karmic
2009-10-29	lucid
2010-04-29	maverick
2010-10-10	natty
2011-04-28	oneiric
2011-10-13	precise
2012-04-26	quantal
2012-10-18	raring
2013-04-25	saucy
2013-10-17	trusty
2014-04-17	utopic
2014-10-23	vivid
2015-04-23	wily
2015-10-22	xenial
2016-04-21	yakkety
2016-10-13	zesty
created	series
