2004-03-05	4.10
2004-10-20	5.04
2005-04-08	5.10
2005-10-12	6.06 LTS
2006-06-01	6.10
2006-10-26	7.04
2007-04-19	7.10
2007-10-18	8.04 LTS
2008-04-24	8.10
2008-10-30	9.04
2009-04-23	9.10
2009-10-29	10.04 LTS
2010-04-29	10.10
2010-10-10	11.04
2011-04-28	11.10
2011-10-13	12.04 LTS
2012-04-26	12.10
2012-10-18	13.04
2013-04-25	13.10
2013-10-17	14.04 LTS
2014-04-17	14.10
2014-10-23	15.04
2015-04-23	15.10
2015-10-22	16.04 LTS
2016-04-21	16.10
2016-10-13	17.04
created	version
